Age,HorseId,季初評分,avg_名次,avg_頭馬距離,avg_速度_mps,avg_獨贏賠率,races_counted,horse_win_rate,horse_win_place_rate
4,HK_2025_L119,,6.571428571428571,4.083333333333333,17.035775127768314,20.0,0.0,0.0,0.0
4,HK_2025_L120,,6.571428571428571,4.083333333333333,17.035775127768314,20.0,0.0,0.0,0.0
4,HK_2025_L121,,6.571428571428571,4.083333333333333,17.035775127768314,20.0,0.0,0.0,0.0
4,HK_2025_L122,,6.571428571428571,4.083333333333333,17.035775127768314,20.0,0.0,0.0,0.0
4,HK_2025_L123,,6.571428571428571,4.083333333333333,17.035775127768314,20.0,0.0,0.0,0.0
4,HK_2025_L124,,6.571428571428571,4.083333333333333,17.035775127768314,20.0,0.0,0.0,0.0
4,HK_2025_L128,,6.571428571428571,4.083333333333333,17.035775127768314,20.0,0.0,0.0,0.0
4,HK_2025_L133,,6.571428571428571,4.083333333333333,17.035775127768314,20.0,0.0,0.0,0.0
4,HK_2025_L134,,6.571428571428571,4.083333333333333,17.035775127768314,20.0,0.0,0.0,0.0
4,HK_2025_L135,,6.571428571428571,4.083333333333333,17.035775127768314,20.0,0.0,0.0,0.0
4,HK_2025_L140,,6.571428571428571,4.083333333333333,17.035775127768314,20.0,0.0,0.0,0.0
4,HK_2025_L143,,6.571428571428571,4.083333333333333,17.035775127768314,20.0,0.0,0.0,0.0
4,HK_2025_L145,,6.571428571428571,4.083333333333333,17.035775127768314,20.0,0.0,0.0,0.0
4,HK_2025_L150,,6.571428571428571,4.083333333333333,17.035775127768314,20.0,0.0,0.0,0.0
4,HK_2025_L151,,6.571428571428571,4.083333333333333,17.035775127768314,20.0,0.0,0.0,0.0
4,HK_2025_L152,,6.571428571428571,4.083333333333333,17.035775127768314,20.0,0.0,0.0,0.0
4,HK_2025_L153,,6.571428571428571,4.083333333333333,17.035775127768314,20.0,0.0,0.0,0.0
4,HK_2025_L154,,6.571428571428571,4.083333333333333,17.035775127768314,20.0,0.0,0.0,0.0
4,HK_2025_L155,,6.571428571428571,4.083333333333333,17.035775127768314,20.0,0.0,0.0,0.0
5,HK_2023_J062,134.0,1.0,2.5,17.674110000115455,1.0,3.0,0.875,1.0
5,HK_2022_H294,114.0,5.333333333333333,4.25,17.552171430609935,26.95,6.0,0.2608695652173913,0.6521739130434783
5,HK_2022_H212,113.0,5.5,2.458333333333333,16.8354910803982,13.833333333333334,6.0,0.2758620689655172,0.5862068965517241
5,HK_2024_K021,108.0,2.75,2.75,16.55183925625081,16.625,4.0,0.1428571428571428,0.5714285714285714
5,HK_2022_H452,108.0,6.5,3.875,16.608887312280444,11.225,4.0,0.2352941176470588,0.4705882352941176
5,HK_2023_J277,107.0,1.6666666666666667,0.8333333333333334,17.32564865615664,2.1333333333333333,3.0,0.5454545454545454,0.8181818181818182
5,HK_2023_J208,105.0,8.0,2.75,17.04666524611123,4.8,1.0,0.3333333333333333,0.3333333333333333
5,HK_2023_J256,105.0,3.0,1.0,16.85535748723529,6.55,2.0,0.3636363636363636,0.8181818181818182
5,HK_2022_H412,105.0,5.25,3.3125,16.635970737102816,10.825,4.0,0.2727272727272727,0.6818181818181818
5,HK_2022_H411,105.0,3.6666666666666665,1.5,17.650686872965675,3.766666666666667,3.0,0.5384615384615384,0.7692307692307693
5,HK_2024_K020,104.0,3.5,1.91,16.62451534402206,6.966666666666666,6.0,0.3636363636363636,0.5454545454545454
5,HK_2023_J142,102.0,5.2,2.85,17.280310796033376,27.32,5.0,0.2941176470588235,0.7058823529411765
5,HK_2023_J358,103.0,3.333333333333333,2.083333333333333,17.413284692199856,2.2,3.0,0.4166666666666667,0.5833333333333334
5,HK_2023_J333,104.0,7.333333333333333,6.0,17.455269685799575,68.68333333333334,6.0,0.2,0.4666666666666667
5,HK_2023_J245,102.0,3.0,1.5,16.986340655749697,9.216666666666669,6.0,0.1176470588235294,0.5294117647058824
5,HK_2023_J316,102.0,2.8,2.5,17.527817528078714,17.2,5.0,0.3571428571428571,0.7142857142857143
5,HK_2024_K130,100.0,1.25,0.65,17.242780492342312,1.8,4.0,0.4444444444444444,0.7777777777777778
5,HK_2023_J517,96.0,1.0,0.4,17.011168247880562,3.2999999999999994,3.0,0.8571428571428571,1.0
5,HK_2023_J195,96.0,4.714285714285714,2.107142857142857,17.20605530233494,9.085714285714284,7.0,0.1764705882352941,0.4705882352941176
5,HK_2022_H418,94.0,6.2,3.5,16.683437271890867,10.86,5.0,0.3181818181818182,0.4545454545454545
5,HK_2023_J008,92.0,7.0,4.166666666666667,17.424268529008145,34.833333333333336,6.0,0.2083333333333333,0.5833333333333334
5,HK_2022_H215,94.0,5.6,2.3,16.734385181876895,14.64,5.0,0.1724137931034483,0.5172413793103449
5,HK_2024_K168,94.0,4.0,4.083333333333333,17.295627455849015,7.175,4.0,0.5,0.5
5,HK_2022_H216,92.0,2.4,1.47,17.34656712207327,7.119999999999999,5.0,0.2222222222222222,0.5185185185185185
5,HK_2023_J420,84.0,5.333333333333333,3.75,16.949631811291525,10.6,3.0,0.25,0.75
5,HK_2023_J454,91.0,3.0,0.5,16.56726308813784,6.6,1.0,0.375,0.625
5,HK_2022_H311,90.0,3.6666666666666665,3.1666666666666665,17.544089423844895,6.866666666666667,4.0,0.2105263157894736,0.5263157894736842
5,HK_2023_J127,90.0,4.5,1.6666666666666667,16.89495024190117,10.3,6.0,0.1578947368421052,0.5789473684210527
5,HK_2023_J066,88.0,4.2,3.15,17.470529210792836,13.84,5.0,0.2222222222222222,0.5555555555555556
5,HK_2023_J303,88.0,5.5,2.625,17.337051287408574,16.7,6.0,0.2,0.3333333333333333
5,HK_2023_J431,88.0,5.5,3.6875,17.49317223606874,4.4,4.0,0.5,0.5
5,HK_2023_J263,87.0,4.0,1.625,16.821276807005614,24.8,4.0,0.2142857142857142,0.7857142857142857
5,HK_2023_J136,87.0,2.0,0.625,16.67429222894848,3.25,2.0,0.1875,0.5
5,HK_2023_J536,85.0,9.0,6.333333333333333,16.344093912361696,10.8,4.0,0.2222222222222222,0.3333333333333333
5,HK_2023_J186,85.0,6.125,4.78125,17.37683107141109,18.4625,8.0,0.0909090909090909,0.5
5,HK_2022_H410,84.0,6.0,4.875,17.335139960417607,16.44,5.0,0.2222222222222222,0.4444444444444444
5,HK_2022_H219,82.0,4.5,2.125,16.483883032524005,8.625,4.0,0.1666666666666666,0.2916666666666667
5,HK_2023_J075,82.0,10.5,6.5,16.766745309926364,59.0,2.0,0.0833333333333333,0.25
5,HK_2024_K208,82.0,7.5,6.0625,17.075055584570503,16.4,4.0,0.1666666666666666,0.1666666666666666
5,HK_2023_J534,81.0,3.857142857142857,2.833333333333333,17.340602610239596,13.242857142857144,7.0,0.1428571428571428,0.2857142857142857
5,HK_2023_J321,81.0,4.5,2.125,17.11132930870083,3.7,4.0,0.2307692307692307,0.6153846153846154
5,HK_2023_J007,81.0,6.571428571428571,4.083333333333333,17.035775127768314,20.0,0.0,0.2857142857142857,0.6428571428571429
